n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_directional_accuracy,mean_rmse,mean_r2,selection_score
50,3,0.01,0.7,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.01,0.7,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.01,0.7,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.01,0.7,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.01,0.7,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.01,0.7,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.6,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.6,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.6,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.6,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.6,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.6,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.7,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.7,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.7,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.7,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.7,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,3,0.03,0.7,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.6,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.6,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.6,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.6,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.6,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.6,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.7,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.7,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.7,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.7,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.7,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.01,0.7,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.6,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.6,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.6,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.6,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.6,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.6,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.7,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.7,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.7,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.7,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.7,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,2,0.03,0.7,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.6,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.6,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.6,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.6,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.6,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.6,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.7,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.7,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.7,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.7,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.7,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.01,0.7,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.6,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.6,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.6,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
